assists,dribbles,sca,sca90,pass_targets,miscontrols,dispossessed,fouled,fbrefId,playerFullName,ca,vis,ldr,pas,dri,agi,cnt,city,country,position,squad,comp,id
1,5,11,1.12,244,2,3,7,f2dd9a21,Carlos Gruezo,130,13,11,15,11,14,11,Santo Domingo de los Colorados,Ecuador,MF (CM-DM),Augsburg,1. Bundesliga,1002
2,19,47,2.96,928,20,22,17,f4290206,Marcos Alonso,144,13,9,14,12,10,12,Madrid,Spain,"DF-MF (DM-FB-WM, left)",Chelsea,1. Premier League,1003
0,0,1,2.81,5,0,1,1,f4e433d4,Tariq Lamptey,138,10,8,10,14,16,12,England,United Kingdom,DF-MF,Chelsea,1. Premier League,1004
1,30,10,1.53,196,11,13,20,f4e433d4,Tariq Lamptey,138,10,8,10,14,16,12,England,United Kingdom,DF-MF,Brighton,1. Premier League,1005
2,33,57,2.15,942,12,29,61,f503ea63,Albin Ekdal,136,11,12,15,12,10,16,Stockholm,Sweden,MF (AM-CM-DM),Sampdoria,1. Serie A,1006
0,0,1,0.06,145,0,0,1,f554e29b,Alessio Cragno,142,5,10,10,5,15,15,Fiesole,Italy,GK,Cagliari,1. Serie A,1007
3,36,50,2.03,1076,71,47,30,f586779e,Tammy Abraham,150,10,12,12,13,13,12,Camberwell,England,FW,Chelsea,1. Premier League,1008
6,29,112,3.24,1512,15,20,33,f5a00fa4,João Moutinho,153,17,14,17,15,14,15,Portimão Municipality,Portugal,MF (CM-DM),Wolves,1. Premier League,1009
0,8,17,0.49,1571,7,4,9,f5deef4c,Victor Lindelöf,150,12,10,14,12,15,14,Västerås,Sweden,DF (CB),Manchester Utd,1. Premier League,1010
3,95,83,5.3,969,40,57,45,f61c7c4e,Franck Ribéry,150,16,16,15,19,14,13,Boulogne-sur-Mer,France,"FW-MF (AM-WM, left)",Fiorentina,1. Serie A,1011
1,0,2,0.36,73,0,0,1,f6798fc3,Yassine Bounou,136,8,9,7,2,13,15,Montreal,Québec,GK,Sevilla,1. La Liga,1012
0,7,5,0.23,526,6,6,29,f6bdc830,Keven Schlotterbeck,114,12,9,13,8,8,10,Weinstadt,Germany,DF (CB),Union Berlin,1. Bundesliga,1013
3,83,94,3.45,1217,86,60,88,f7036e1c,Lautaro Martínez,161,12,11,12,14,16,11,Bahía Blanca,Argentina,FW,Inter,1. Serie A,1014
0,9,21,1.13,994,2,4,10,f7223718,Patric,131,12,10,11,10,12,10,Mula,Spain,"DF (CB-FB, right)",Lazio,1. Serie A,1015
1,8,23,3.33,216,4,7,4,f72293fc,Jóhann Berg Guðmundsson,132,14,5,13,13,13,11,Reykjavik,Iceland,"FW-MF (AM-WM, right)",Burnley,1. Premier League,1016
0,0,2,0.21,155,0,0,2,f76e6b4e,Adrián,140,10,13,10,1,15,14,Seville,Spain,GK,Liverpool,1. Premier League,1017
0,0,2,0.21,155,0,0,2,f76e6b4e,Adrián,130,13,7,12,15,14,11,Seville,Spain,GK,Liverpool,1. Premier League,1018
5,8,36,2.32,471,12,11,17,f7aa75bd,Marvin Plattenhardt,134,12,11,12,11,12,12,Filderstadt,Germany,"DF (FB, left)",Hertha BSC,1. Bundesliga,1019
1,5,10,0.6,722,2,6,12,f7dc2ae5,Aritz Elustondo,140,13,15,13,10,12,14,San Sebastian,Spain,"DF (CB-FB, right)",Real Sociedad,1. La Liga,1020
0,0,2,0.49,127,0,1,3,f7e2af2c,Andrea Carboni,69,8,2,9,8,9,9,Sorgono,Italy,DF,Cagliari,1. Serie A,1021
0,8,3,1.08,169,9,9,5,f833a830,Takumi Minamino,143,14,8,14,16,16,13,Izumisano-shi,Japan,FW-MF,Liverpool,1. Premier League,1022
1,16,11,0.68,672,8,8,9,f86cabbd,Jordan Torunarigha,126,12,9,13,10,12,9,Kreisfreie Stadt Chemnitz,Germany,"DF (CB, left)",Hertha BSC,1. Bundesliga,1023
0,35,14,1.09,548,11,16,4,f874dd44,Héctor Bellerín,148,10,11,11,13,15,13,Barcelona,Spain,"DF-MF (FB, right)",Arsenal,1. Premier League,1024
0,0,0,0.0,0,0,0,0,f8d41a8c,Martin Palumbo,51,6,5,7,10,9,4,Bergen,Norway,MF,Udinese,1. Serie A,1025
2,42,56,2.15,1284,75,61,62,f8eca1b6,Enes Ünal,124,10,14,10,12,15,10,Osmangazi,Turkey,FW,Valladolid,1. La Liga,1026
1,10,23,0.61,1906,6,7,27,f8fcd2a5,Jonny Evans,149,11,15,12,10,11,14,Belfast,Northern Ireland,DF (CB),Leicester City,1. Premier League,1027
3,32,52,1.68,1342,20,13,9,f91e81c9,Jens Stryger Larsen,133,12,12,13,11,12,13,Sakskøbing,Denmark,"DF-MF (FB-WM, right)",Udinese,1. Serie A,1028
2,19,55,2.03,994,61,23,17,f93e6e94,Nils Petersen,134,9,10,9,9,12,17,Wernigerode,Germany,FW,Freiburg,1. Bundesliga,1029
3,112,56,2.21,937,82,67,45,f972644c,Marco Richter,125,14,6,12,14,14,9,Friedberg,Germany,FW-MF (AM),Augsburg,1. Bundesliga,1030
2,14,30,1.42,1443,17,9,26,f9acca3a,Wendell,136,12,7,12,13,16,9,Fortaleza,Brazil,"DF (FB, left)",Leverkusen,1. Bundesliga,1031
1,11,32,2.98,465,27,19,10,f9e7c4ac,Alfreð Finnbogason,136,10,9,10,11,13,16,Reykjavik,Iceland,FW,Augsburg,1. Bundesliga,1032
3,107,80,2.35,1507,90,99,79,fa031b34,Richarlison,146,10,9,12,15,14,12,Nova Venécia,Brazil,FW-MF (AM),Everton,1. Premier League,1033
0,11,11,1.67,405,4,5,5,fa274d97,Nico Schulz,143,12,9,12,12,11,14,Land Berlin,Germany,DF-MF,Dortmund,1. Bundesliga,1034
3,56,33,2.11,708,33,27,21,fa661778,Marius Wolf,140,12,9,10,13,11,12,Coburg,Germany,"DF-FW-MF (AM, right)",Hertha BSC,1. Bundesliga,1035
2,10,31,1.42,832,15,6,13,fb5d47b3,Mario Gaspar,144,11,14,12,12,14,16,Novelda,Spain,"DF (FB, right)",Villarreal,1. La Liga,1036
0,9,17,0.59,1479,4,4,18,fbd6378b,Aïssa Mandi,139,11,12,16,11,13,12,Châlons-en-Champagne,France,"DF (CB-FB, right)",Betis,1. La Liga,1037
1,3,15,5.06,153,4,2,5,fc027d02,Luke Thomas,85,9,12,9,10,11,8,Syston,England,DF-MF,Leicester City,1. Premier League,1038
6,135,103,2.78,1236,39,81,46,fc15fb84,Dwight McNeil,133,13,6,14,15,13,13,Rochdale,England,"MF (WM, left)",Burnley,1. Premier League,1039
1,13,25,1.38,914,8,5,16,fc4f85b1,Diego Godín,155,8,16,12,10,9,16,Rosario,Uruguay,DF (CB),Inter,1. Serie A,1040
1,16,11,1.0,422,12,6,14,fce2302c,Kieran Tierney,145,10,11,12,13,15,14,Douglas,Isle of Man,"DF-MF (FB, left)",Arsenal,1. Premier League,1041
1,21,33,3.5,636,28,17,15,fd51b456,Lucas Vázquez,142,12,11,13,13,15,13,Curtis,Spain,"DF-FW-MF (WM, right)",Real Madrid,1. La Liga,1042
1,6,4,0.65,221,15,14,10,fd53759d,Jan Thielmann,102,10,6,10,11,12,10,Fohren,Germany,FW,Köln,1. Bundesliga,1043
1,52,43,2.0,775,47,27,34,fd771f95,Martin Braithwaite,135,12,14,10,12,14,13,Esbjerg,Denmark,FW-MF (WM),Leganés,1. La Liga,1044
0,8,8,1.77,193,4,7,7,fd771f95,Martin Braithwaite,135,12,14,10,12,14,13,Esbjerg,Denmark,FW-MF (WM),Barcelona,1. La Liga,1045
1,7,21,1.76,488,7,4,17,fdd60087,Santiago Arias,140,12,9,15,12,14,12,Medellín,Colombia,"DF (FB, right)",Atlético Madrid,1. La Liga,1046
2,222,94,3.37,1437,56,65,65,fe012aca,Jeremie Boga,139,11,8,14,18,13,7,Marseille,France,"FW-MF (AM, left)",Sassuolo,1. Serie A,1047
0,7,9,0.98,504,3,6,12,fe641c1a,Thomas Delaney,146,12,15,14,9,12,16,Frederiksberg,Denmark,"MF (CM-DM, left)",Dortmund,1. Bundesliga,1048
0,28,33,1.44,816,38,17,26,fed17f5a,Carlos Soler,144,14,14,15,13,13,13,Valencia,Spain,"MF (CM-WM, right)",Valencia,1. La Liga,1049
6,115,117,4.29,2046,88,83,42,fed7cb61,Kai Havertz,153,17,7,14,14,13,10,Aachen,Germany,FW-MF (AM),Leverkusen,1. Bundesliga,1050
0,14,11,3.68,163,5,6,1,ff182fdc,Ishak Belfodil,134,14,9,13,14,11,10,Mostaganem,Algeria,FW-MF,Hoffenheim,1. Bundesliga,1051
3,41,73,2.46,1324,31,30,37,ff527768,Mark Noble,131,14,19,14,13,12,13,London,England,MF (AM-CM-DM),West Ham,1. Premier League,1052
7,73,90,3.11,1209,50,29,37,ff98492b,Robert Skov,143,14,8,13,12,13,12,Marbella,Spain,"DF-FW-MF (WM, right)",Hoffenheim,1. Bundesliga,1053
4,56,57,2.5,912,37,41,19,ffa90327,Anwar El Ghazi,127,11,6,12,14,13,8,Barendrecht,Netherlands,FW-MF (AM-WM),Aston Villa,1. Premier League,1054
3,35,59,2.21,1467,18,35,53,ffbbc83b,Florian Grillitsch,138,14,7,15,10,14,10,Neunkirchen,Austria,DF-MF (CM-DM),Hoffenheim,1. Bundesliga,1055
