id,season,country,comp_level,lg_finish,squad,age,minutes_90s,goals,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,average_shot_distance,shots_free_kicks,pens_made,pens_att
b400bde0,2019-2020,ENG,1. Premier League,2nd,Manchester City,24,29.5,20,96,36,37.5,3.26,1.22,0.21,13.5,1,0,2
b418dbd4,2019-2020,ESP,1. La Liga,11th,Athletic Club,33,31.9,15,75,27,36,2.35,0.85,0.11,18.7,0,7,7
b4a014b1,2019-2020,ESP,1. La Liga,4th,Sevilla,26,34.8,2,20,2,10,0.57,0.06,0.1,12.4,0,0,0
b4cf5806,2019-2020,GER,1. Bundesliga,11th,Union Berlin,28,29.8,12,61,35,57.4,2.05,1.17,0.18,11.9,0,1,2
b500b384,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,28,13.3,2,23,9,39.1,1.72,0.68,0.09,16.8,0,0,0
b50ec54b,2019-2020,GER,1. Bundesliga,14th,Köln,24,6.9,1,9,5,55.6,1.3,0.72,0.11,16.7,0,0,0
b561db50,2019-2020,ENG,1. Premier League,7th,Wolves,28,36,17,114,39,34.2,3.17,1.08,0.11,15.1,0,4,4
b579e83d,2019-2020,ESP,1. La Liga,8th,Getafe,23,6.4,1,9,3,33.3,1.42,0.47,0.11,16.2,0,0,0
b5bf1770,2019-2020,ITA,1. Serie A,16th,Torino,22,13.1,0,4,0,0,0.31,0,0,31.4,0,0,0
b5dd3469,2019-2020,ESP,1. La Liga,12th,Levante,26,22.1,1,3,2,66.7,0.14,0.09,0.33,20.1,0,0,0
b66315ae,2019-2020,ENG,1. Premier League,2nd,Manchester City,22,22.6,14,102,43,42.2,4.52,1.91,0.14,10.8,0,0,1
b6964eb6,2019-2020,ITA,1. Serie A,5th,Roma,29,28.5,3,19,5,26.3,0.67,0.18,0.16,8.3,0,0,0
b70bde8f,2019-2020,ITA,1. Serie A,2nd,Inter,23,8,3,29,10,34.5,3.61,1.24,0.1,21.2,4,0,0
b742cc0d,2019-2020,ESP,1. La Liga,15th,Betis,28,28,3,21,5,23.8,0.75,0.18,0.14,16.6,0,0,0
b77f44a4,2019-2020,GER,1. Bundesliga,11th,Union Berlin,23,31,2,28,5,17.9,0.9,0.16,0.07,12.6,0,0,0
b7a5bc86,2019-2020,ITA,1. Serie A,20th,SPAL,23,4.7,0,6,1,16.7,1.28,0.21,0,26.5,0,0,0
b7c99b9b,2019-2020,ESP,1. La Liga,16th,Alavés,29,29.5,1,8,1,12.5,0.27,0.03,0.13,14.8,0,0,0
b7ca5c51,2019-2020,ESP,1. La Liga,9th,Valencia,28,31.1,1,8,2,25,0.26,0.06,0.13,9.1,0,0,0
b7de5bad,2019-2020,ESP,1. La Liga,20th,Espanyol,19,14.1,0,5,1,20,0.35,0.07,0,23.2,0,0,0
b825a650,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,28,7.5,2,6,3,50,0.8,0.4,0.33,21.2,0,0,0
b827d5b3,2019-2020,ENG,1. Premier League,5th,Leicester City,29,9.6,0,10,2,20,1.04,0.21,0,20.7,0,0,0
b853e0ad,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,26,24,0,40,10,25,1.66,0.42,0,22.9,3,0,0
b857bd29,2019-2020,ESP,1. La Liga,19th,Mallorca,27,30.8,1,14,2,14.3,0.45,0.06,0.07,10.6,0,0,0
b8a642fc,2019-2020,ESP,1. La Liga,5th,Villarreal,20,22.8,3,50,11,22,2.2,0.48,0.06,17.8,0,0,0
b8c1de25,2019-2020,ESP,1. La Liga,7th,Granada,30,16.7,0,6,3,50,0.36,0.18,0,19.1,0,0,0
b96b595c,2019-2020,ITA,1. Serie A,4th,Lazio,31,35.1,2,17,7,41.2,0.48,0.2,0.12,13.4,0,0,0
b9fbae28,2019-2020,ENG,1. Premier League,4th,Chelsea,28,19.2,3,18,6,33.3,0.94,0.31,0.17,19.8,0,0,0
ba3d3bea,2019-2020,ITA,1. Serie A,4th,Lazio,24,6.6,1,9,1,11.1,1.37,0.15,0.11,33.6,2,0,0
ba5004e1,2019-2020,ESP,1. La Liga,8th,Getafe,31,28.8,1,20,5,25,0.69,0.17,0.05,24.9,6,0,0
bad38a94,2019-2020,ESP,1. La Liga,20th,Espanyol,30,27.7,0,15,3,20,0.54,0.11,0,19.9,0,0,0
bb5fbd2b,2019-2020,ENG,1. Premier League,15th,Brighton,25,12.7,0,21,8,38.1,1.65,0.63,0,18.5,1,0,0
bba30585,2019-2020,ESP,1. La Liga,6th,Real Sociedad,25,25.9,1,10,4,40,0.39,0.15,0.1,13,0,0,0
bbafc0c4,2019-2020,ITA,1. Serie A,16th,Torino,32,19.6,4,28,8,28.6,1.43,0.41,0.14,21.2,1,0,0
bbd86530,2019-2020,GER,1. Bundesliga,11th,Union Berlin,24,25.2,0,15,3,20,0.6,0.12,0,24.6,1,0,0
bc61cc65,2019-2020,ESP,1. La Liga,10th,Osasuna,31,12,2,19,7,36.8,1.58,0.58,0.11,23.6,3,0,0
bc6f5f06,2019-2020,ESP,1. La Liga,4th,Sevilla,27,8,0,3,0,0,0.38,0,0,16,0,0,0
bc7dc64d,2019-2020,ENG,1. Premier League,8th,Arsenal,17,19.5,1,13,4,30.8,0.67,0.21,0.08,17.5,0,0,0
bd142efb,2019-2020,GER,1. Bundesliga,5th,Leverkusen,23,23.2,0,5,1,20,0.22,0.04,0,15.4,0,0,0
bd527260,2019-2020,GER,1. Bundesliga,14th,Köln,26,9.4,0,14,3,21.4,1.48,0.32,0,19.1,0,0,0
bd6351cd,2019-2020,ENG,1. Premier League,2nd,Manchester City,25,13.4,0,15,4,26.7,1.12,0.3,0,23.8,0,0,0
bd992863,2019-2020,GER,1. Bundesliga,2nd,Dortmund,19,0.3,0,0,0,NULL,0,0,NULL,NULL,0,0,0
bdb624a3,2019-2020,ESP,1. La Liga,11th,Athletic Club,19,8.2,1,9,5,55.6,1.09,0.61,0.11,16.3,0,0,0
bdc74a8f,2019-2020,ITA,1. Serie A,5th,Roma,21,3.3,0,2,2,100,0.6,0.6,0,8.5,0,0,0
be170419,2019-2020,ESP,1. La Liga,11th,Athletic Club,22,17.5,0,8,3,37.5,0.46,0.17,0,11.5,0,0,0
be42a291,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,20,0.6,0,0,0,NULL,0,0,NULL,NULL,0,0,0
be927d03,2019-2020,ITA,1. Serie A,2nd,Inter,34,13.2,4,15,9,60,1.14,0.68,0.27,18.7,0,0,0
be927d03,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,34,10.6,0,3,0,0,0.28,0,0,20.9,0,0,0
beb882a8,2019-2020,GER,1. Bundesliga,16th,Werder Bremen,22,31.7,1,42,11,26.2,1.32,0.35,0.02,20.9,0,0,0
bece776f,2019-2020,ESP,1. La Liga,15th,Betis,26,29.3,7,101,40,39.6,3.45,1.36,0.06,20.7,8,1,1
bee0bab1,2019-2020,GER,1. Bundesliga,5th,Leverkusen,29,15.8,4,55,25,45.5,3.48,1.58,0.07,16.2,0,0,0
bee704fc,2019-2020,ITA,1. Serie A,10th,Fiorentina,21,36.2,5,29,13,44.8,0.8,0.36,0.17,12.8,0,0,0
bf075f6b,2019-2020,GER,1. Bundesliga,8th,Freiburg,22,12.9,2,34,12,35.3,2.63,0.93,0.06,15.3,0,0,0
bf12926c,2019-2020,ESP,1. La Liga,15th,Betis,19,3.9,0,6,2,33.3,1.55,0.52,0,23.4,0,0,0
bf309d24,2019-2020,ITA,1. Serie A,5th,Roma,22,16.9,1,9,3,33.3,0.53,0.18,0,26.9,0,1,1
bf356094,2019-2020,ITA,1. Serie A,3rd,Atalanta,19,0.9,0,5,2,40,5.49,2.2,0,17.9,0,0,0
bf39bdec,2019-2020,ITA,1. Serie A,19th,Brescia,27,20.5,7,61,21,34.4,2.98,1.02,0.08,16.4,1,2,2
bf57eaab,2019-2020,ITA,1. Serie A,15th,Sampdoria,22,8.3,6,42,16,38.1,5.08,1.94,0.14,16.9,0,0,0
bf8fad51,2019-2020,ENG,1. Premier League,17th,Aston Villa,24,17.2,1,20,3,15,1.17,0.17,0.05,7.5,0,0,0
bfae110f,2019-2020,ENG,1. Premier League,17th,Aston Villa,22,19.8,5,35,17,48.6,1.77,0.86,0.14,12,0,0,1
bfd381b3,2019-2020,ESP,1. La Liga,19th,Mallorca,23,32.3,0,15,2,13.3,0.47,0.06,0,23,0,0,0
bfdb33aa,2019-2020,ENG,1. Premier League,19th,Watford,21,22.5,5,44,13,29.5,1.95,0.58,0.11,15.1,0,0,0
c00097d2,2019-2020,ESP,1. La Liga,12th,Levante,24,2.1,0,0,0,NULL,0,0,NULL,NULL,0,0,0
c05dfb74,2019-2020,ESP,1. La Liga,11th,Athletic Club,26,26.5,5,28,13,46.4,1.06,0.49,0.18,15.5,1,0,0
c0617e2b,2019-2020,ENG,1. Premier League,8th,Arsenal,22,18.8,0,13,3,23.1,0.69,0.16,0,21.6,0,0,0
c067631c,2019-2020,ENG,1. Premier League,16th,West Ham,26,24.9,0,3,0,0,0.12,0,0,21.7,0,0,0
c0c7ff58,2019-2020,ITA,1. Serie A,7th,Napoli,23,29.8,3,71,17,23.9,2.38,0.57,0.04,23.3,0,0,0
c14bc029,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,24,34.1,6,41,8,19.5,1.2,0.23,0.1,18.1,2,2,2
c17bfb65,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,22,29.8,2,52,15,28.8,1.74,0.5,0.04,13.8,0,0,0
c18d22f5,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,32,8.5,0,4,0,0,0.47,0,0,23.3,0,0,0
c1949191,2019-2020,ENG,1. Premier League,12th,Everton,17,3.3,0,0,0,NULL,0,0,NULL,NULL,0,0,0
c1b7847c,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,22,23.5,2,10,6,60,0.43,0.26,0.2,20.6,0,0,0
c2009df3,2019-2020,GER,1. Bundesliga,14th,Köln,29,27,4,29,9,31,1.07,0.33,0.14,17.4,2,0,0
c2111b45,2019-2020,ESP,1. La Liga,7th,Granada,22,7,0,1,0,0,0.14,0,0,8.1,0,0,0
c2111b45,2019-2020,ENG,1. Premier League,7th,Wolves,22,1.8,0,0,0,NULL,0,0,NULL,NULL,0,0,0
c2211709,2019-2020,GER,1. Bundesliga,14th,Köln,24,29.7,1,25,5,20,0.84,0.17,0.04,18.2,0,0,0
c235e803,2019-2020,ITA,1. Serie A,6th,Milan,19,7.6,0,4,2,50,0.53,0.26,0,15.5,0,0,0
c316607a,2019-2020,ITA,1. Serie A,8th,Sassuolo,29,7.9,0,2,0,0,0.25,0,0,7.1,0,0,0
c375dfa5,2019-2020,ITA,1. Serie A,18th,Lecce,28,6.1,2,20,8,40,3.25,1.3,0.1,10.8,0,0,0
c3ee18ef,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,23,10.2,0,3,1,33.3,0.29,0.1,0,19.4,0,0,0
c40b6180,2019-2020,ENG,1. Premier League,15th,Brighton,24,29.6,3,16,7,43.8,0.54,0.24,0.19,13.2,0,0,0
c4e87b8b,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,26,30.4,16,82,35,42.7,2.69,1.15,0.15,12.1,0,4,4
c50cee19,2019-2020,ITA,1. Serie A,12th,Bologna,19,8.4,1,20,7,35,2.37,0.83,0.05,16.5,1,0,0
c56dc39e,2019-2020,ITA,1. Serie A,3rd,Atalanta,28,29,2,27,11,40.7,0.93,0.38,0.07,13.8,0,0,0
c596fcb0,2019-2020,ENG,1. Premier League,18th,Bournemouth,27,32.3,8,54,22,40.7,1.67,0.68,0.15,11.2,0,0,0
c5adc293,2019-2020,ITA,1. Serie A,7th,Napoli,28,4.2,0,4,2,50,0.96,0.48,0,25.5,1,0,0
c5b7c315,2019-2020,ENG,1. Premier League,12th,Everton,26,28.4,2,13,4,30.8,0.46,0.14,0.15,6.9,0,0,0
c6608135,2019-2020,GER,1. Bundesliga,14th,Köln,19,0.2,0,0,0,NULL,0,0,NULL,NULL,0,0,0
c67cd65c,2019-2020,ESP,1. La Liga,12th,Levante,25,29,0,11,2,18.2,0.38,0.07,0,11.3,0,0,0
c691bfe2,2019-2020,ENG,1. Premier League,1st,Liverpool,27,30.5,18,76,36,47.4,2.49,1.18,0.24,13,0,0,0
c6e8cf1f,2019-2020,ITA,1. Serie A,16th,Torino,22,20.7,1,18,4,22.2,0.87,0.19,0.06,18.8,0,0,0
c707411f,2019-2020,ITA,1. Serie A,7th,Napoli,28,24.2,4,17,8,47.1,0.7,0.33,0.24,9.2,0,0,0
c7259b83,2019-2020,ITA,1. Serie A,13th,Udinese,22,22.8,0,55,7,12.7,2.41,0.31,0,20.3,5,0,0
c730da00,2019-2020,ITA,1. Serie A,5th,Roma,22,2.9,0,3,0,0,1.05,0,0,9.3,0,0,0
c7429db3,2019-2020,ESP,1. La Liga,10th,Osasuna,26,6,1,8,1,12.5,1.34,0.17,0.13,13.4,0,0,0
c77a8043,2019-2020,ESP,1. La Liga,7th,Granada,27,28.5,7,46,18,39.1,1.62,0.63,0.15,15.2,0,0,0
c78b352d,2019-2020,ESP,1. La Liga,9th,Valencia,20,2.9,0,1,0,0,0.35,0,0,27.7,0,0,0
c8387671,2019-2020,ENG,1. Premier League,1st,Liverpool,16,0.1,0,0,0,NULL,0,0,NULL,NULL,0,0,0
c8aa95da,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,27,18.6,2,19,6,31.6,1.02,0.32,0.11,22.5,1,0,0
c8c60119,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,23,16.6,1,14,5,35.7,0.85,0.3,0.07,9.8,0,0,0
c92e1a31,2019-2020,ENG,1. Premier League,5th,Leicester City,22,10.7,5,34,18,52.9,3.19,1.69,0.15,15.1,0,0,0
c931d9f9,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,21,25.4,3,42,19,45.2,1.65,0.75,0.07,16.8,0,0,0
c951a6df,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,24,24.7,1,17,3,17.6,0.69,0.12,0.06,19.7,0,0,0
c9e39d91,2019-2020,ESP,1. La Liga,17th,Celta Vigo,22,16.4,0,24,8,33.3,1.46,0.49,0,22,0,0,0
ca618d23,2019-2020,GER,1. Bundesliga,8th,Freiburg,25,27.6,8,50,22,44,1.81,0.8,0.16,13.5,0,0,1
ca6edaa0,2019-2020,ESP,1. La Liga,19th,Mallorca,14,0.1,0,0,0,NULL,0,0,NULL,NULL,0,0,0
ca8033cb,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,23,29.4,3,12,6,50,0.41,0.2,0.25,10.6,0,0,0
cac2537b,2019-2020,ESP,1. La Liga,12th,Levante,24,23.5,7,56,18,32.1,2.38,0.77,0.13,21.2,11,0,0
caffaf5a,2019-2020,ITA,1. Serie A,15th,Sampdoria,30,13.2,0,5,1,20,0.38,0.08,0,14.8,0,0,0
caffaf5a,2019-2020,ENG,1. Premier League,11th,Southampton,30,6.2,0,4,3,75,0.64,0.48,0,12.6,0,0,0
cb574619,2019-2020,ESP,1. La Liga,17th,Celta Vigo,28,21.8,0,6,3,50,0.27,0.14,0,18.8,0,0,0
cbdf7d5c,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,22,0.1,0,1,0,0,11.25,0,0,6,0,0,0
cc2d7ad5,2019-2020,ENG,1. Premier League,10th,Burnley,25,21.6,0,1,0,0,0.05,0,0,23.6,0,0,0
cc700722,2019-2020,ITA,1. Serie A,7th,Napoli,28,14.2,2,12,7,58.3,0.84,0.49,0.17,20,0,0,0
cc86b9a3,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,24,16.8,6,39,15,38.5,2.32,0.89,0.15,16.5,0,0,0
cce181df,2019-2020,ESP,1. La Liga,9th,Valencia,26,20.1,1,17,4,23.5,0.85,0.2,0.06,22.8,0,0,0
cce9f582,2019-2020,ITA,1. Serie A,19th,Brescia,23,1.3,0,2,1,50,1.57,0.78,0,9.5,0,0,0
cce9f582,2019-2020,ITA,1. Serie A,8th,Sassuolo,23,1.6,1,2,2,100,1.24,1.24,0.5,4.1,0,0,0
cd0fa27b,2019-2020,ITA,1. Serie A,6th,Milan,25,30,9,102,32,31.4,3.39,1.07,0.08,21.8,12,1,1
cd1acf9d,2019-2020,ENG,1. Premier League,1st,Liverpool,20,35.3,4,44,13,29.5,1.25,0.37,0.09,22.6,12,0,0
cd82452e,2019-2020,GER,1. Bundesliga,15th,Augsburg,28,7.8,1,15,4,26.7,1.92,0.51,0.07,15.2,0,0,1
ce30bfc8,2019-2020,ITA,1. Serie A,2nd,Inter,25,20,4,34,17,50,1.7,0.85,0.12,15.2,0,0,0
ce4246f5,2019-2020,ENG,1. Premier League,4th,Chelsea,24,26,0,15,5,33.3,0.58,0.19,0,11,0,0,0
ce5143da,2019-2020,ENG,1. Premier League,19th,Watford,28,9.1,2,21,9,42.9,2.3,0.99,0.1,10.7,0,0,0
ce8039aa,2019-2020,ESP,1. La Liga,20th,Espanyol,18,2,0,4,3,75,1.98,1.48,0,22.4,0,0,0
cea4ee8f,2019-2020,ENG,1. Premier League,6th,Tottenham,23,20.5,8,39,18,46.2,1.9,0.88,0.18,14.3,0,1,1
cee31595,2019-2020,ENG,1. Premier League,14th,Crystal Palace,31,34.3,0,29,6,20.7,0.84,0.17,0,17.9,0,0,0
cf007308,2019-2020,ITA,1. Serie A,7th,Napoli,19,12.6,1,23,8,34.8,1.83,0.63,0.04,16.2,0,0,0
cf623c78,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,27,5.7,0,13,3,23.1,2.29,0.53,0,18.2,0,0,0
cfbf9881,2019-2020,ITA,1. Serie A,12th,Bologna,24,16.7,0,5,1,20,0.3,0.06,0,8.9,0,0,0
d0042ab9,2019-2020,ENG,1. Premier League,12th,Everton,22,22.8,0,12,5,41.7,0.53,0.22,0,12.8,0,0,0
d023d70f,2019-2020,ITA,1. Serie A,15th,Sampdoria,24,22.4,4,31,9,29,1.38,0.4,0.13,20.2,0,0,0
d04b94db,2019-2020,ESP,1. La Liga,2nd,Barcelona,25,23.3,1,8,2,25,0.34,0.09,0.13,18.2,0,0,0
d080ed5e,2019-2020,ESP,1. La Liga,6th,Real Sociedad,23,34.9,5,44,14,31.8,1.26,0.4,0.11,18,1,0,0
d0b3ceb9,2019-2020,ENG,1. Premier League,19th,Watford,36,38,0,1,1,100,0.03,0.03,0,9,0,0,0
d0d8dd44,2019-2020,ITA,1. Serie A,2nd,Inter,27,31.4,4,20,6,30,0.64,0.19,0.2,11.2,0,0,0
d0dbca9f,2019-2020,ITA,1. Serie A,15th,Sampdoria,25,11.2,0,4,1,25,0.36,0.09,0,11.9,0,0,0
d0f72bf1,2019-2020,ENG,1. Premier League,7th,Wolves,22,2.1,0,0,0,NULL,0,0,NULL,NULL,0,0,0
d1273f09,2019-2020,GER,1. Bundesliga,12th,Schalke 04,31,25.5,2,43,11,25.6,1.69,0.43,0.02,21.6,8,1,1
d1661819,2019-2020,GER,1. Bundesliga,12th,Schalke 04,30,33.5,0,9,3,33.3,0.27,0.09,0,24,0,0,0
d183e9d6,2019-2020,ITA,1. Serie A,15th,Sampdoria,24,25.1,0,9,1,11.1,0.36,0.04,0,20.6,0,0,0
d1b060e2,2019-2020,ESP,1. La Liga,19th,Mallorca,26,3.1,0,9,4,44.4,2.9,1.29,0,16.4,0,0,1
d1b49282,2019-2020,ITA,1. Serie A,15th,Sampdoria,23,20.7,1,16,4,25,0.77,0.19,0.06,11.9,0,0,0
d2110326,2019-2020,ESP,1. La Liga,9th,Valencia,22,16,0,1,1,100,0.06,0.06,0,11.4,0,0,0
d2416c2e,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,25,13.6,5,33,10,30.3,2.43,0.74,0.15,11.9,0,0,0
d2424d1b,2019-2020,ENG,1. Premier League,5th,Leicester City,22,26.4,3,15,6,40,0.57,0.23,0.2,18.1,0,0,0
d248cd8f,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,20,26.2,0,14,4,28.6,0.53,0.15,0,10,0,0,0
d2aea9ac,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,21,0.1,0,1,0,0,15,0,0,8.5,0,0,0
d2c580ce,2019-2020,GER,1. Bundesliga,8th,Freiburg,19,1.9,0,2,1,50,1.03,0.52,0,22.8,0,0,0
d2ed99b4,2019-2020,ESP,1. La Liga,12th,Levante,17,0,0,0,0,NULL,0,0,NULL,NULL,0,0,0
d3112d86,2019-2020,GER,1. Bundesliga,18th,Paderborn 07,21,31.2,1,38,8,21.1,1.22,0.26,0.03,21.4,0,0,0
d37b0350,2019-2020,ITA,1. Serie A,14th,Cagliari,30,0.5,0,2,0,0,4,0,0,22.6,0,0,0
d38fdf53,2019-2020,ESP,1. La Liga,10th,Osasuna,21,33.1,1,18,3,16.7,0.54,0.09,0.06,18.1,1,0,0
d3b888e3,2019-2020,ITA,1. Serie A,14th,Cagliari,23,5.2,1,3,1,33.3,0.58,0.19,0.33,26.1,0,0,0
d3d758d8,2019-2020,ITA,1. Serie A,17th,Genoa,34,12.3,0,5,1,20,0.41,0.08,0,22.3,0,0,0
d3de9af0,2019-2020,ITA,1. Serie A,3rd,Atalanta,28,22.5,18,87,35,40.2,3.86,1.55,0.2,12.2,0,1,1
d4535821,2019-2020,ITA,1. Serie A,4th,Lazio,26,10.5,2,11,6,54.5,1.05,0.57,0.18,12,0,0,0
d4931a5a,2019-2020,ITA,1. Serie A,5th,Roma,31,6.3,5,18,8,44.4,2.84,1.26,0.28,8.6,0,0,0
d4a2533d,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,21,18.6,3,42,15,35.7,2.26,0.81,0.07,20.1,1,0,0
d4c9725f,2019-2020,ITA,1. Serie A,6th,Milan,21,31.3,6,49,17,34.7,1.57,0.54,0.12,17.9,0,0,0
d5575935,2019-2020,GER,1. Bundesliga,17th,Düsseldorf,26,10.5,0,12,3,25,1.15,0.29,0,19.5,0,0,0
d5575935,2019-2020,ITA,1. Serie A,4th,Lazio,26,0.4,0,0,0,NULL,0,0,NULL,NULL,0,0,0
d557d734,2019-2020,ENG,1. Premier League,7th,Wolves,27,31.5,4,34,15,44.1,1.08,0.48,0.12,10.9,0,0,0
d56543a0,2019-2020,ENG,1. Premier League,18th,Bournemouth,25,23,1,27,12,44.4,1.18,0.52,0.04,17.3,2,0,0
d5dd5f1f,2019-2020,ENG,1. Premier League,8th,Arsenal,30,34.8,22,90,40,44.4,2.58,1.15,0.22,15.3,2,2,2
d6862409,2019-2020,GER,1. Bundesliga,15th,Augsburg,28,30.2,13,75,38,50.7,2.48,1.26,0.16,13.7,1,1,2
d6a889ea,2019-2020,ITA,1. Serie A,7th,Napoli,28,2.8,0,2,0,0,0.7,0,0,25.2,0,0,0
d6e53a3a,2019-2020,ITA,1. Serie A,1st,Juventus,19,27.2,4,18,9,50,0.66,0.33,0.22,13.1,0,0,0
d705ba44,2019-2020,ITA,1. Serie A,16th,Torino,25,33.4,16,95,33,34.7,2.84,0.99,0.09,16,3,7,8
d70ce98e,2019-2020,ESP,1. La Liga,2nd,Barcelona,32,32,25,154,63,40.9,4.81,1.97,0.13,20.1,43,5,5
d711d04f,2019-2020,ITA,1. Serie A,17th,Genoa,36,18.7,9,37,22,59.5,1.98,1.18,0.24,15.4,0,0,0
d733aa38,2019-2020,ESP,1. La Liga,10th,Osasuna,30,30.2,7,72,19,26.4,2.38,0.63,0.03,25,9,5,5
d7492450,2019-2020,ENG,1. Premier League,14th,Crystal Palace,29,17.2,0,3,0,0,0.17,0,0,19.8,0,0,0
d7553721,2019-2020,ENG,1. Premier League,6th,Tottenham,23,16.6,0,18,3,16.7,1.09,0.18,0,20.6,1,0,0
d781d855,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,18,24.8,3,12,5,41.7,0.48,0.2,0.25,18.1,0,0,0
d7918b13,2019-2020,ITA,1. Serie A,9th,Hellas Verona,23,2.2,0,2,0,0,0.92,0,0,37.5,0,0,0
d79a8c87,2019-2020,ENG,1. Premier League,8th,Arsenal,23,6.5,0,1,0,0,0.15,0,0,5.8,0,0,0
d7d32194,2019-2020,ITA,1. Serie A,12th,Bologna,28,2.1,0,4,2,50,1.95,0.97,0,15.2,0,0,0
d7d32194,2019-2020,ITA,1. Serie A,17th,Genoa,28,1.7,0,7,4,57.1,4.2,2.4,0,13.8,0,0,0
d80b1835,2019-2020,ITA,1. Serie A,1st,Juventus,20,1,0,1,0,0,1,0,0,18.4,0,0,0
d83bbc54,2019-2020,ESP,1. La Liga,9th,Valencia,30,30.4,1,16,4,25,0.53,0.13,0.06,17.5,0,0,0
d85c238b,2019-2020,ITA,1. Serie A,9th,Hellas Verona,24,23.5,2,27,9,33.3,1.15,0.38,0.07,16.6,0,0,0
d87e2cae,2019-2020,ESP,1. La Liga,6th,Real Sociedad,27,22.3,11,58,19,32.8,2.6,0.85,0.19,13.1,2,0,0
d8931174,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,26,38,1,32,8,25,0.84,0.21,0.03,11.7,0,0,0
d93c2511,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,22,19.7,4,30,10,33.3,1.52,0.51,0.13,19.8,0,0,0
d9565625,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,20,0.7,0,1,0,0,1.34,0,0,7,0,0,0
d9624b51,2019-2020,ITA,1. Serie A,10th,Fiorentina,27,9.3,0,4,0,0,0.43,0,0,14.3,0,0,0
d9764034,2019-2020,ESP,1. La Liga,16th,Alavés,25,1,0,0,0,NULL,0,0,NULL,NULL,0,0,0
d97f2e8d,2019-2020,ITA,1. Serie A,15th,Sampdoria,22,20.6,0,28,4,14.3,1.36,0.19,0,20,0,0,0
d995ed27,2019-2020,ITA,1. Serie A,6th,Milan,29,14.9,3,44,14,31.8,2.96,0.94,0.07,19.9,0,0,0
d9ba39fc,2019-2020,ENG,1. Premier League,18th,Bournemouth,26,25.9,0,11,3,27.3,0.42,0.12,0,26.8,1,0,0
da052c14,2019-2020,ENG,1. Premier League,14th,Crystal Palace,27,35,9,56,24,42.9,1.6,0.69,0.16,14.7,0,0,0
da27e268,2019-2020,ESP,1. La Liga,20th,Espanyol,22,33.4,2,29,3,10.3,0.87,0.09,0,29.8,2,2,2
da5a981b,2019-2020,ITA,1. Serie A,20th,SPAL,27,9.5,0,14,2,14.3,1.48,0.21,0,21.1,0,0,0
da7b447d,2019-2020,ENG,1. Premier League,6th,Tottenham,23,27,0,8,3,37.5,0.3,0.11,0,8.7,0,0,0
da974c7b,2019-2020,ITA,1. Serie A,7th,Napoli,28,23.4,0,15,4,26.7,0.64,0.17,0,12.2,0,0,0
db092d3b,2019-2020,ITA,1. Serie A,6th,Milan,21,27.6,1,15,1,6.7,0.54,0.04,0.07,26.7,1,0,0
db4ed67b,2019-2020,GER,1. Bundesliga,2nd,Dortmund,23,6.2,0,13,4,30.8,2.1,0.65,0,20.4,0,0,0
db750822,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,29,13.6,3,17,11,64.7,1.25,0.81,0.18,13.2,0,0,0
db8f0eba,2019-2020,ESP,1. La Liga,20th,Espanyol,27,15.2,2,37,14,37.8,2.43,0.92,0.03,25.4,12,1,1
dbf053da,2019-2020,GER,1. Bundesliga,2nd,Dortmund,19,25.4,17,52,28,53.8,2.05,1.1,0.33,15.5,1,0,0
dc008610,2019-2020,ENG,1. Premier League,15th,Brighton,26,0.8,1,1,1,100,1.23,1.23,1,6.7,0,0,0
dc1c2fce,2019-2020,ITA,1. Serie A,16th,Torino,24,20.3,6,40,13,32.5,1.97,0.64,0.15,16.8,0,0,0
dc366c36,2019-2020,GER,1. Bundesliga,15th,Augsburg,26,24,0,0,0,NULL,0,0,NULL,NULL,0,0,0
