id,season,country,comp_level,lg_finish,squad,age,minutes_90s,touches,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,dribbles_completed,dribbles,dribbles_completed_pct,miscontrols,dispossessed,pass_targets
2bed3eab,2019-2020,ENG,1. Premier League,2nd,Manchester City,18,8.8,785,326,488,18,3,7,7,100,1,1,645
2bef2bca,2019-2020,ESP,1. La Liga,2nd,Barcelona,20,2.6,233,120,125,2,1,1,1,100,0,1,186
2c0558b8,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,16,0,7,0,2,5,0,0,0,NULL,0,0,7
2c0f8e9e,2019-2020,ITA,1. Serie A,2nd,Inter,30,10.3,542,29,234,312,64,27,36,75,25,26,571
2ce2508a,2019-2020,ENG,1. Premier League,14th,Crystal Palace,28,27.9,1784,509,1000,358,11,11,17,64.7,19,11,1023
2cfae697,2019-2020,ITA,1. Serie A,12th,Bologna,22,12,680,167,433,115,2,26,35,74.3,7,13,408
2d5f03bf,2019-2020,ENG,1. Premier League,20th,Norwich City,26,15.9,826,550,321,20,7,4,6,66.7,4,5,456
2d61d13a,2019-2020,GER,1. Bundesliga,12th,Schalke 04,19,19.7,1313,742,633,39,21,17,23,73.9,10,9,823
2d970560,2019-2020,ITA,1. Serie A,3rd,Atalanta,25,29.1,1840,394,841,695,121,16,46,34.8,32,17,1392
2db2fd7b,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,30,20,1857,841,1073,48,5,0,0,NULL,0,1,1416
2e4f5f03,2019-2020,ENG,1. Premier League,1st,Liverpool,25,34.6,3265,684,1619,1217,95,24,48,50,39,20,2438
2e7ff968,2019-2020,GER,1. Bundesliga,2nd,Dortmund,31,3.2,104,103,1,0,0,0,0,NULL,0,0,53
2f3452eb,2019-2020,ITA,1. Serie A,7th,Napoli,25,16.5,1425,434,772,342,14,15,23,65.2,6,9,1038
2f3e911a,2019-2020,GER,1. Bundesliga,13th,Mainz 05,22,19.9,1081,290,490,375,13,24,40,60,13,12,610
2f557579,2019-2020,ITA,1. Serie A,7th,Napoli,28,31.2,2181,202,960,1203,179,66,114,57.9,66,52,2031
2f7acede,2019-2020,ENG,1. Premier League,6th,Tottenham,23,24.7,1840,413,1230,318,4,14,22,63.6,10,15,1423
2f90f6b8,2019-2020,ENG,1. Premier League,1st,Liverpool,33,10.4,874,164,509,241,12,9,13,69.2,3,7,673
2f965a72,2019-2020,ESP,1. La Liga,1st,Real Madrid,26,4,142,142,0,0,0,0,0,NULL,0,1,62
2ff964a0,2019-2020,ENG,1. Premier League,10th,Burnley,32,5.5,189,39,79,82,6,6,8,75,7,5,156
30223b33,2019-2020,ITA,1. Serie A,5th,Roma,36,5,192,189,3,0,0,1,1,100,0,0,86
3024e383,2019-2020,ESP,1. La Liga,14th,Eibar,29,26.2,1754,443,942,486,11,20,24,83.3,19,19,864
302527b2,2019-2020,GER,1. Bundesliga,8th,Freiburg,23,20.2,1236,776,547,31,5,3,3,100,2,2,862
30941e96,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,22,12.2,891,215,401,325,26,21,27,77.8,17,9,591
30c220c3,2019-2020,GER,1. Bundesliga,5th,Leverkusen,25,13,1241,306,702,308,21,21,30,70,20,22,835
30f5ffa9,2019-2020,ITA,1. Serie A,2nd,Inter,24,29.2,2211,1033,1164,159,16,10,11,90.9,5,11,1706
32974271,2019-2020,ESP,1. La Liga,13th,Valladolid,28,29.5,1032,85,555,466,95,36,63,57.1,83,55,1307
32c0491f,2019-2020,ESP,1. La Liga,9th,Valencia,26,0.8,63,21,31,19,1,3,4,75,1,1,38
32f60ed8,2019-2020,ENG,1. Premier League,7th,Wolves,19,1.4,99,15,49,42,5,1,5,20,7,1,99
3312f911,2019-2020,ENG,1. Premier League,14th,Crystal Palace,26,11.5,496,116,236,175,33,13,23,56.5,21,31,402
3353737a,2019-2020,ESP,1. La Liga,4th,Sevilla,22,27.9,2137,576,1033,703,89,41,70,58.6,36,28,1504
335fa267,2019-2020,ESP,1. La Liga,2nd,Barcelona,27,26,2359,467,1319,751,62,14,25,56,26,24,1997
3376a776,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,24,14,847,439,428,36,10,4,7,57.1,3,4,564
339fe0e8,2019-2020,ITA,1. Serie A,4th,Lazio,24,38,1308,1297,15,1,0,1,1,100,0,0,626
33a61a52,2019-2020,ESP,1. La Liga,12th,Levante,27,20.5,1188,446,559,263,14,25,39,64.1,20,9,700
33b8d077,2019-2020,ITA,1. Serie A,2nd,Inter,26,30,2492,617,1507,538,38,21,28,75,19,23,1886
33ecf462,2019-2020,ITA,1. Serie A,9th,Hellas Verona,25,19.7,946,112,500,422,68,22,45,48.9,43,30,1011
343c0d52,2019-2020,ITA,1. Serie A,14th,Cagliari,24,32.5,910,81,438,447,144,32,64,50,91,71,1337
34a0f5ff,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,21,14.5,611,135,312,222,37,48,66,72.7,33,27,522
34e12499,2019-2020,GER,1. Bundesliga,8th,Freiburg,19,4.1,247,133,108,23,6,4,4,100,0,3,141
34e393f2,2019-2020,ESP,1. La Liga,15th,Betis,25,10.4,626,169,399,79,8,12,15,80,8,5,429
34e4343c,2019-2020,GER,1. Bundesliga,14th,Köln,31,12.6,367,40,184,152,48,9,10,90,31,13,486
3515d404,2019-2020,ENG,1. Premier League,11th,Southampton,24,38,2399,454,1254,773,55,16,22,72.7,24,16,1362
355c883a,2019-2020,ESP,1. La Liga,16th,Alavés,23,23.3,1231,395,675,223,9,14,26,53.8,20,17,677
356c9002,2019-2020,ITA,1. Serie A,2nd,Inter,32,22.1,1568,356,637,669,66,10,27,37,19,13,1207
3594a357,2019-2020,ESP,1. La Liga,6th,Real Sociedad,19,0.3,25,1,10,14,2,1,2,50,0,0,23
35dd6d80,2019-2020,ITA,1. Serie A,17th,Genoa,32,22.8,1522,582,695,327,21,9,11,81.8,11,5,886
360d70f8,2019-2020,ESP,1. La Liga,19th,Mallorca,28,24.3,1075,170,473,517,114,29,67,43.3,61,59,1047
3624ce4c,2019-2020,ESP,1. La Liga,7th,Granada,31,32,1878,594,912,437,14,15,26,57.7,15,9,943
3631ad41,2019-2020,ENG,1. Premier League,16th,West Ham,18,4.9,220,103,90,44,1,8,12,66.7,4,4,101
3672b352,2019-2020,ESP,1. La Liga,10th,Osasuna,19,0.1,9,1,3,6,1,0,0,NULL,2,1,7
36a3ff67,2019-2020,GER,1. Bundesliga,2nd,Dortmund,30,16.6,895,79,411,457,119,29,53,54.7,37,34,978
36c2ca73,2019-2020,ENG,1. Premier League,11th,Southampton,29,28,896,892,6,0,0,2,2,100,1,0,354
3727dd3c,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,27,23.5,1293,373,698,290,22,20,26,76.9,13,13,873
3745e8bd,2019-2020,GER,1. Bundesliga,11th,Union Berlin,28,3.7,131,6,50,80,25,3,3,100,17,6,199
374ee424,2019-2020,ESP,1. La Liga,6th,Real Sociedad,24,25,975,970,6,1,1,1,1,100,0,0,520
379652be,2019-2020,ESP,1. La Liga,20th,Espanyol,21,12.4,461,47,259,186,11,9,19,47.4,9,15,457
37e103f8,2019-2020,ESP,1. La Liga,8th,Getafe,19,4.2,145,15,58,80,24,0,1,0,18,11,202
37f1cf47,2019-2020,ESP,1. La Liga,11th,Athletic Club,27,31.9,1951,497,933,661,47,52,76,68.4,28,43,1142
37f606f0,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,21,12.6,724,118,422,230,13,7,10,70,22,18,610
38126309,2019-2020,ESP,1. La Liga,19th,Mallorca,23,18.8,906,150,523,292,42,30,48,62.5,32,43,819
38c7feef,2019-2020,ENG,1. Premier League,1st,Liverpool,25,16.5,966,86,527,432,47,35,54,64.8,33,38,885
38ce1150,2019-2020,ESP,1. La Liga,13th,Valladolid,22,0.7,29,8,13,11,3,0,1,0,2,2,21
38ceb24a,2019-2020,ENG,1. Premier League,15th,Brighton,24,22.3,1039,131,419,573,117,34,60,56.7,41,47,1030
3902e91b,2019-2020,ESP,1. La Liga,12th,Levante,25,13.7,703,191,411,134,26,12,22,54.5,16,16,555
3935e52e,2019-2020,ENG,1. Premier League,8th,Arsenal,26,18.9,1182,359,604,294,31,14,18,77.8,10,14,796
39583cfd,2019-2020,ENG,1. Premier League,19th,Watford,25,23.3,1126,145,431,667,155,63,108,58.3,53,50,1107
3a233281,2019-2020,GER,1. Bundesliga,5th,Leverkusen,21,12.1,637,72,292,345,55,43,74,58.1,27,20,615
3a24769f,2019-2020,ENG,1. Premier League,4th,Chelsea,25,12.3,779,93,409,336,42,33,42,78.6,20,37,695
3a949a25,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,30,38,1201,1195,7,0,0,0,0,NULL,3,0,338
3a9c4b7b,2019-2020,ESP,1. La Liga,10th,Osasuna,24,25.9,1542,473,760,388,25,27,36,75,19,17,920
3aa4a3be,2019-2020,ESP,1. La Liga,15th,Betis,25,22.6,576,67,305,238,87,20,34,58.8,63,38,753
3ae14ed1,2019-2020,ENG,1. Premier League,17th,Aston Villa,24,21.7,775,138,296,417,84,40,75,53.3,64,29,855
3b333ac3,2019-2020,ITA,1. Serie A,3rd,Atalanta,25,26.2,1677,361,756,690,79,10,25,40,26,20,1344
3b61c9ec,2019-2020,ITA,1. Serie A,14th,Cagliari,20,21.2,1322,443,576,414,25,29,50,58,20,31,856
3b8674e6,2019-2020,ITA,1. Serie A,1st,Juventus,22,24.4,1908,355,1164,504,22,28,41,68.3,17,21,1473
3bb625ac,2019-2020,GER,1. Bundesliga,13th,Mainz 05,23,16.5,944,278,567,152,10,15,27,55.6,20,24,624
3bb7af3b,2019-2020,ITA,1. Serie A,17th,Genoa,27,1.9,105,21,51,42,9,4,7,57.1,3,3,91
3bb7af3b,2019-2020,ITA,1. Serie A,18th,Lecce,27,10.5,634,98,315,281,57,20,29,69,24,19,590
3bb7b8b4,2019-2020,ENG,1. Premier League,2nd,Manchester City,25,34.1,1133,1121,23,0,0,0,0,NULL,2,0,668
3bb7f478,2019-2020,ITA,1. Serie A,5th,Roma,33,31.7,1223,70,575,652,242,40,74,54.1,86,40,1558
3c16d927,2019-2020,ESP,1. La Liga,19th,Mallorca,20,16.6,1013,302,454,325,12,14,29,48.3,12,13,636
3c16d927,2019-2020,ESP,1. La Liga,4th,Sevilla,20,0.4,23,3,9,12,3,0,2,0,4,1,20
3c6089ab,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,29,25.1,1650,112,768,848,172,23,45,51.1,57,25,1652
3ca7254a,2019-2020,ENG,1. Premier League,4th,Chelsea,32,7.3,424,52,213,194,40,16,27,59.3,12,7,395
3cd3b384,2019-2020,ITA,1. Serie A,15th,Sampdoria,24,12.6,916,271,436,292,3,21,30,70,8,16,635
3cd9e95a,2019-2020,GER,1. Bundesliga,14th,Köln,26,34,1289,1285,4,0,0,0,0,NULL,0,0,598
3cefcaef,2019-2020,ESP,1. La Liga,1st,Real Madrid,24,20.1,1489,390,691,496,39,52,72,72.2,38,19,1093
3d50bcdb,2019-2020,ENG,1. Premier League,12th,Everton,19,9.5,275,25,110,165,52,30,44,68.2,22,26,419
3d688b46,2019-2020,ESP,1. La Liga,7th,Granada,21,16.7,583,135,369,105,4,13,20,65,8,18,315
3e42f707,2019-2020,ESP,1. La Liga,10th,Osasuna,25,31,1540,719,848,46,27,2,3,66.7,4,2,720
3e9e06cb,2019-2020,ENG,1. Premier League,19th,Watford,29,26.2,1225,637,559,79,47,2,2,100,9,6,695
3ea50f67,2019-2020,ENG,1. Premier League,5th,Leicester City,21,23.1,1019,104,415,590,133,37,78,47.4,50,40,1113
3ead85f9,2019-2020,ITA,1. Serie A,6th,Milan,24,34.3,2284,1159,1195,72,19,4,6,66.7,3,2,1625
3eb0f2df,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,28,25.1,1468,289,792,499,51,31,51,60.8,33,48,1156
3eb22ec9,2019-2020,ENG,1. Premier League,2nd,Manchester City,24,22.6,1687,194,758,862,160,43,64,67.2,15,22,1515
3ecc11d8,2019-2020,ESP,1. La Liga,11th,Athletic Club,24,31.2,1817,904,969,69,20,11,13,84.6,3,10,1037
3ee0dd59,2019-2020,ESP,1. La Liga,6th,Real Sociedad,20,5.8,475,101,339,66,4,3,4,75,5,6,344
3eeb80e0,2019-2020,GER,1. Bundesliga,15th,Augsburg,21,5.1,130,16,63,61,8,5,10,50,4,9,173
3eed9821,2019-2020,ESP,1. La Liga,2nd,Barcelona,25,10.5,899,407,536,21,2,4,6,66.7,4,3,676
3ef0a2d7,2019-2020,ITA,1. Serie A,10th,Fiorentina,19,0.1,6,1,5,0,0,0,0,NULL,0,0,6
3effaa34,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,23,17.5,702,34,325,390,118,18,35,51.4,53,40,974
3effaa34,2019-2020,ITA,1. Serie A,6th,Milan,23,0.7,23,0,10,15,5,1,3,33.3,2,1,36
3f10bd22,2019-2020,ESP,1. La Liga,4th,Sevilla,33,37.4,2957,722,1359,1091,66,47,67,70.1,24,30,2128
3f2d59fe,2019-2020,ENG,1. Premier League,8th,Arsenal,27,13.4,954,472,513,31,14,2,2,100,1,2,671
3f79a1c8,2019-2020,ESP,1. La Liga,14th,Eibar,26,18.6,851,134,530,226,33,18,24,75,14,13,512
3faa1780,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,28,3.8,222,43,133,64,13,4,12,33.3,8,12,205
3faa1780,2019-2020,ENG,1. Premier League,20th,Norwich City,28,7.7,342,95,176,91,15,9,15,60,13,13,281
3fc45c73,2019-2020,ESP,1. La Liga,11th,Athletic Club,28,33,1904,962,997,111,31,8,11,72.7,2,7,1089
407feb71,2019-2020,ESP,1. La Liga,1st,Real Madrid,19,0.7,63,5,39,26,7,2,7,28.6,4,3,65
4112ace5,2019-2020,ESP,1. La Liga,11th,Athletic Club,18,0.8,42,5,30,11,0,1,1,100,0,0,23
4115ce4e,2019-2020,ENG,1. Premier League,11th,Southampton,23,34,1939,956,1002,45,17,2,2,100,5,1,966
41b3069f,2019-2020,ESP,1. La Liga,20th,Espanyol,23,11.6,699,368,346,18,0,1,1,100,0,3,446
41c12f75,2019-2020,ESP,1. La Liga,8th,Getafe,21,20.8,1170,287,588,345,33,20,33,60.6,20,21,489
41f32541,2019-2020,ESP,1. La Liga,4th,Sevilla,32,29.5,1866,658,1116,190,32,16,22,72.7,22,11,1197
41ff002d,2019-2020,ENG,1. Premier League,7th,Wolves,20,0.1,6,0,4,2,0,0,0,NULL,0,0,3
42130443,2019-2020,GER,1. Bundesliga,17th,Düsseldorf,24,17,674,669,6,0,0,0,0,NULL,0,0,247
42276181,2019-2020,ESP,1. La Liga,9th,Valencia,32,17.6,597,50,288,300,91,22,31,71,47,32,680
43458538,2019-2020,ENG,1. Premier League,18th,Bournemouth,27,22.3,824,105,358,451,104,62,122,50.8,73,72,983
437f2b00,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,19,16.6,770,122,402,305,93,22,54,40.7,48,27,737
43a166b4,2019-2020,ENG,1. Premier League,1st,Liverpool,24,8,342,26,142,202,45,11,26,42.3,21,24,387
43f71e77,2019-2020,ESP,1. La Liga,8th,Getafe,37,21,837,45,365,459,96,22,34,64.7,57,50,1123
441197b8,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,19,19.1,1269,480,719,157,20,21,31,67.7,10,6,807
44150beb,2019-2020,ESP,1. La Liga,6th,Real Sociedad,18,0.9,45,22,26,1,0,1,1,100,0,0,24
442b56fa,2019-2020,GER,1. Bundesliga,13th,Mainz 05,21,26.1,1524,444,739,458,25,31,63,49.2,35,26,916
4431aed2,2019-2020,ITA,1. Serie A,4th,Lazio,29,35.2,1337,110,545,777,249,32,65,49.2,83,54,1619
4442fbcd,2019-2020,ESP,1. La Liga,12th,Levante,27,17.4,763,233,515,58,5,5,5,100,1,9,548
44510fde,2019-2020,ITA,1. Serie A,17th,Genoa,22,7.3,293,19,149,148,36,6,11,54.5,28,16,387
4468ec10,2019-2020,ENG,1. Premier League,5th,Leicester City,23,6.9,431,46,185,247,40,11,27,40.7,18,19,407
44781702,2019-2020,ENG,1. Premier League,6th,Tottenham,26,15.9,1139,385,576,228,23,8,15,53.3,5,9,667
44ac04e9,2019-2020,ITA,1. Serie A,2nd,Inter,27,14.2,706,164,371,213,55,7,11,63.6,14,13,572
44bfb6c5,2019-2020,ENG,1. Premier League,7th,Wolves,22,34,2285,536,1447,393,4,25,32,78.1,11,11,1569
44eb9093,2019-2020,ITA,1. Serie A,2nd,Inter,30,15.6,1039,349,546,203,26,12,20,60,11,7,775
450ab6fc,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,25,23.1,1074,730,352,41,18,8,12,66.7,5,3,565
4535e4bb,2019-2020,ENG,1. Premier League,15th,Brighton,27,38,1547,1542,6,1,1,0,0,NULL,1,0,845
45963054,2019-2020,ENG,1. Premier League,5th,Leicester City,32,33.7,734,37,307,422,188,25,44,56.8,60,23,1223
45a03961,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,23,31,2803,778,1612,615,44,17,32,53.1,25,12,2124
45af8a54,2019-2020,ESP,1. La Liga,1st,Real Madrid,23,3.7,203,26,93,97,17,6,8,75,6,8,218
45b9b619,2019-2020,ITA,1. Serie A,4th,Lazio,24,22.2,989,48,411,621,167,52,82,63.4,52,40,1129
45db685d,2019-2020,ENG,1. Premier League,4th,Chelsea,27,26.4,2472,593,1624,403,15,17,24,70.8,8,22,1862
45e17712,2019-2020,ESP,1. La Liga,7th,Granada,26,12.4,551,172,296,132,6,12,23,52.2,11,12,294
45e17712,2019-2020,ENG,1. Premier League,19th,Watford,26,0.7,20,7,9,6,0,2,2,100,1,1,13
4601e194,2019-2020,ESP,1. La Liga,2nd,Barcelona,30,24.3,2322,475,1119,831,65,10,19,52.6,10,7,1907
4611e028,2019-2020,ITA,1. Serie A,10th,Fiorentina,25,32.8,2067,431,1126,589,23,12,20,60,19,27,1215
466824fb,2019-2020,ESP,1. La Liga,10th,Osasuna,33,25.8,1280,288,821,217,31,7,11,63.6,9,20,660
466fb2c5,2019-2020,ENG,1. Premier League,18th,Bournemouth,21,37,1245,1232,14,0,0,0,0,NULL,0,0,410
46a8347f,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,27,4,212,65,104,57,5,0,0,NULL,5,3,129
46fa7204,2019-2020,ITA,1. Serie A,10th,Fiorentina,20,0.7,47,9,22,20,2,2,2,100,0,2,40
46fa7204,2019-2020,ITA,1. Serie A,17th,Genoa,20,7.4,402,82,217,147,20,21,33,63.6,12,13,348
47064058,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,29,30,1381,1358,30,0,0,0,0,NULL,0,0,656
471f16b3,2019-2020,ENG,1. Premier League,20th,Norwich City,27,33,2028,569,1140,457,27,34,49,69.4,40,38,1623
47369df8,2019-2020,ENG,1. Premier League,10th,Burnley,23,8.9,410,98,219,107,9,7,7,100,8,4,276
4737cebe,2019-2020,ESP,1. La Liga,6th,Real Sociedad,24,13,703,56,338,357,44,34,65,52.3,43,36,678
474ecac8,2019-2020,ESP,1. La Liga,12th,Levante,30,26.4,1296,748,581,42,11,5,9,55.6,5,5,757
4806ec67,2019-2020,ENG,1. Premier League,12th,Everton,25,38,1456,1438,19,0,0,0,1,0,0,0,636
487d9b09,2019-2020,ESP,1. La Liga,15th,Betis,32,7.1,518,119,229,196,10,3,4,75,4,1,380
48a5a5d6,2019-2020,ENG,1. Premier League,8th,Arsenal,18,7.4,275,62,111,131,40,11,29,37.9,24,21,311
48b3dd60,2019-2020,ESP,1. La Liga,2nd,Barcelona,22,13.1,1183,167,773,342,16,29,33,87.9,21,17,1091
48d5bd33,2019-2020,ITA,1. Serie A,3rd,Atalanta,26,17.1,1267,97,617,671,47,60,82,73.2,43,45,1110
48e89655,2019-2020,ESP,1. La Liga,20th,Espanyol,30,0.6,43,3,21,23,5,0,0,NULL,4,0,38
49296448,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,24,31.3,3149,735,1834,814,42,27,43,62.8,24,26,2359
493924a7,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,24,18.8,1217,326,564,403,40,52,80,65,29,27,692
4958bfb2,2019-2020,ESP,1. La Liga,1st,Real Madrid,27,30.4,2739,758,1279,868,75,30,57,52.6,28,27,1976
495945ef,2019-2020,ENG,1. Premier League,10th,Burnley,29,35,2081,323,1286,544,19,10,23,43.5,17,16,1379
49d028db,2019-2020,ESP,1. La Liga,15th,Betis,22,7.6,425,194,224,46,8,4,7,57.1,6,7,309
49fe9070,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,23,31.1,1455,60,594,898,266,66,110,60,79,50,1663
4a478107,2019-2020,ESP,1. La Liga,12th,Levante,32,28,999,123,430,542,140,51,104,49,71,53,1124
4a56052c,2019-2020,ITA,1. Serie A,5th,Roma,26,29.2,1870,386,1195,446,24,22,27,81.5,14,18,1421
4a5a45c7,2019-2020,ITA,1. Serie A,5th,Roma,23,23.3,1526,157,739,775,93,27,58,46.6,59,28,1314
4a633cfe,2019-2020,ESP,1. La Liga,10th,Osasuna,27,6,281,131,140,25,4,3,4,75,4,0,117
4ab53cdb,2019-2020,ENG,1. Premier League,10th,Burnley,30,22.4,805,74,359,408,92,19,42,45.2,64,41,1093
4accb7e0,2019-2020,ESP,1. La Liga,10th,Osasuna,27,24.9,976,168,566,298,59,12,22,54.5,27,30,866
4b029b31,2019-2020,ITA,1. Serie A,17th,Genoa,25,8.7,511,259,244,42,7,1,1,100,2,4,317
4b3e1a38,2019-2020,ITA,1. Serie A,9th,Hellas Verona,25,35.9,1941,902,934,211,55,12,23,52.2,5,13,1167
4b40d9ca,2019-2020,ENG,1. Premier League,10th,Burnley,27,38,1283,1252,29,2,1,0,0,NULL,0,0,379
4b511457,2019-2020,ENG,1. Premier League,11th,Southampton,27,20.7,1261,288,822,207,4,13,16,81.3,9,8,768
4bcf39f6,2019-2020,ENG,1. Premier League,15th,Brighton,22,30.7,1063,79,445,597,190,34,70,48.6,57,70,1440
4bd00a50,2019-2020,GER,1. Bundesliga,5th,Leverkusen,20,1.3,110,33,72,11,0,1,1,100,0,1,74
4bd414c1,2019-2020,ESP,1. La Liga,5th,Villarreal,33,36,2261,1368,969,51,21,3,3,100,1,1,1509
4c2e9442,2019-2020,ESP,1. La Liga,9th,Valencia,22,23.8,589,47,331,235,85,5,10,50,46,22,819
4c370d81,2019-2020,ENG,1. Premier League,1st,Liverpool,27,33.2,1573,118,743,806,229,59,97,60.8,64,59,1818
4c3a6744,2019-2020,ITA,1. Serie A,5th,Roma,20,16.8,679,69,313,379,60,28,52,53.8,28,22,674
4c5b14d2,2019-2020,ESP,1. La Liga,15th,Betis,38,22.9,1379,144,640,705,73,58,82,70.7,26,29,1239
4c5b714f,2019-2020,ENG,1. Premier League,12th,Everton,27,20.3,1420,417,697,407,19,14,26,53.8,24,21,884
4c62d0c8,2019-2020,ITA,1. Serie A,17th,Genoa,26,21,786,784,2,0,0,0,0,NULL,0,0,302
4c6facae,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,22,19.4,1128,216,683,302,31,13,25,52,25,20,852
4c78b5ed,2019-2020,ITA,1. Serie A,4th,Lazio,32,20.1,1346,366,864,180,8,7,12,58.3,7,14,872
4cde5509,2019-2020,ITA,1. Serie A,6th,Milan,37,15.1,813,32,387,429,122,12,22,54.5,35,21,899
4d034881,2019-2020,ENG,1. Premier League,2nd,Manchester City,31,16.1,572,21,210,383,154,27,45,60,24,41,780
4d1666ff,2019-2020,ESP,1. La Liga,4th,Sevilla,20,25.7,1745,869,869,109,38,19,23,82.6,7,11,1226
4d224fe8,2019-2020,ESP,1. La Liga,1st,Real Madrid,27,34.3,2615,694,1664,370,38,23,33,69.7,14,24,1829
4d8cd038,2019-2020,ESP,1. La Liga,1st,Real Madrid,21,4.8,177,9,106,69,20,4,7,57.1,13,5,228
4dbd0916,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,23,10.3,524,68,301,205,11,21,38,55.3,24,10,420
4e1d5e59,2019-2020,ITA,1. Serie A,10th,Fiorentina,21,0.1,8,2,4,2,1,0,0,NULL,0,2,6
4e204552,2019-2020,GER,1. Bundesliga,2nd,Dortmund,20,0.8,36,3,12,22,7,1,3,33.3,4,1,48
4e204552,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,20,4.3,181,28,79,89,32,13,21,61.9,8,5,166
4e219ad2,2019-2020,ITA,1. Serie A,6th,Milan,25,15.1,898,64,364,536,38,33,52,63.5,13,29,851
4e219ad2,2019-2020,ESP,1. La Liga,4th,Sevilla,25,8.7,468,45,214,239,17,19,30,63.3,10,20,459
4e6dbac4,2019-2020,ITA,1. Serie A,4th,Lazio,24,33.7,2269,469,1138,809,135,42,64,65.6,71,51,1946
4e9a0555,2019-2020,ENG,1. Premier League,10th,Burnley,27,27.1,763,59,309,421,112,9,20,45,85,31,1314
4f28a6ff,2019-2020,ESP,1. La Liga,2nd,Barcelona,24,26.9,2375,1096,1390,51,12,5,9,55.6,0,6,1858
4f2908e5,2019-2020,ITA,1. Serie A,8th,Sassuolo,35,16.8,1148,475,614,122,12,7,9,77.8,6,5,815
4f974391,2019-2020,ENG,1. Premier League,16th,West Ham,29,30.3,1971,550,944,562,26,16,38,42.1,9,13,1139
4fb9c88f,2019-2020,ENG,1. Premier League,1st,Liverpool,18,1.4,146,21,79,54,7,4,4,100,3,3,124
507c7bdf,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,24,13.2,1000,100,490,474,41,15,21,71.4,23,16,849
50871bcc,2019-2020,GER,1. Bundesliga,2nd,Dortmund,26,26.4,1562,161,673,836,130,56,97,57.7,53,49,1502
50e6dc35,2019-2020,GER,1. Bundesliga,13th,Mainz 05,22,11.7,355,25,175,173,64,19,31,61.3,44,23,491
5128bde4,2019-2020,ITA,1. Serie A,9th,Hellas Verona,28,36,1972,379,891,815,117,45,99,45.5,38,20,1485
51a3c4c8,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,30,23.4,1175,636,552,45,28,4,5,80,4,2,662
51b41c5c,2019-2020,ENG,1. Premier League,12th,Everton,29,11.1,681,162,448,101,7,3,3,100,4,7,459
51cf8561,2019-2020,ENG,1. Premier League,2nd,Manchester City,22,14.2,1467,280,749,527,10,5,10,50,6,8,1143
52611641,2019-2020,ENG,1. Premier League,8th,Arsenal,23,16.8,1091,306,663,186,31,13,16,81.3,11,16,767
5271c8f1,2019-2020,ENG,1. Premier League,2nd,Manchester City,25,16.6,1419,237,710,552,11,23,31,74.2,6,16,1123
528492ea,2019-2020,ITA,1. Serie A,10th,Fiorentina,26,9.9,516,111,299,158,13,25,39,64.1,12,19,434
528492ea,2019-2020,ITA,1. Serie A,8th,Sassuolo,26,9.4,597,119,337,179,18,17,32,53.1,12,16,509
5294a83f,2019-2020,ITA,1. Serie A,4th,Lazio,26,34.6,2663,334,1465,1196,109,72,105,68.6,49,62,2150
529f49ab,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,26,28.3,1990,452,1341,304,15,47,56,83.9,20,15,1371
52ec54d0,2019-2020,ITA,1. Serie A,1st,Juventus,32,34.2,2365,1060,1366,80,21,4,6,66.7,7,2,1804
53070b63,2019-2020,GER,1. Bundesliga,5th,Leverkusen,19,3.4,187,16,92,101,11,14,22,63.6,8,4,187
5313ed43,2019-2020,ITA,1. Serie A,13th,Udinese,24,25,1329,255,760,457,68,75,104,72.1,29,42,1167
531a4aa8,2019-2020,ENG,1. Premier League,11th,Southampton,20,8.7,455,139,189,151,10,12,25,48,13,19,243
532e1e4f,2019-2020,ESP,1. La Liga,5th,Villarreal,22,33,2313,1447,961,38,17,10,13,76.9,4,9,1633
